Number,jstooltiptrigger_URL,Image,Title_URL,Title,Author_URL,Author,minirating,greytext,smalltext,progresstrigger,wtrtoread__spancontains_class_progresstrigger,myrating
1496,https://www.goodreads.com/book/show/20170404-station-eleven,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1451446835l/20170404._SX50_SY75_.jpg,https://www.goodreads.com/book/show/20170404-station-eleven,Station Eleven,https://www.goodreads.com/author/show/2786093.Emily_St_John_Mandel,Emily St. John Mandel," 4.05 avg rating — 336,481 ratings",(Goodreads Author),and,Want to Read,Want to Read,Rate this book
1497,https://www.goodreads.com/book/show/22284.Diary,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388196823i/22284._SY75_.jpg,https://www.goodreads.com/book/show/22284.Diary,Diary,https://www.goodreads.com/author/show/2546.Chuck_Palahniuk,Chuck Palahniuk," 3.61 avg rating — 74,425 ratings",(Goodreads Author),and,Want to Read,Want to Read,Rate this book
1498,https://www.goodreads.com/book/show/42058.Richard_III,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328043960i/42058._SY75_.jpg,https://www.goodreads.com/book/show/42058.Richard_III,Richard III,https://www.goodreads.com/author/show/947.William_Shakespeare,William Shakespeare," 3.93 avg rating — 43,809 ratings",and,and,Want to Read,Want to Read,Rate this book
1499,https://www.goodreads.com/book/show/12853168-sliding-on-the-snow-stone,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327983970i/12853168._SY75_.jpg,https://www.goodreads.com/book/show/12853168-sliding-on-the-snow-stone,Sliding on the Snow Stone,https://www.goodreads.com/author/show/5050207.Andy_Szpuk,Andy Szpuk, 3.97 avg rating — 569 ratings,(Goodreads Author),and,Want to Read,Want to Read,Rate this book
1500,https://www.goodreads.com/book/show/17849112-world-after,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1423238855i/17849112._SX50_.jpg,https://www.goodreads.com/book/show/17849112-world-after,"World After (Penryn & the End of Days, #2)",https://www.goodreads.com/author/show/4890182.Susan_Ee,Susan Ee," 4.17 avg rating — 91,763 ratings",(Goodreads Author),and,Want to Read,Want to Read,Rate this book
1501,https://www.goodreads.com/book/show/394469.Suttree,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1397600192i/394469._SY75_.jpg,https://www.goodreads.com/book/show/394469.Suttree,Suttree,https://www.goodreads.com/author/show/4178.Cormac_McCarthy,Cormac McCarthy," 4.18 avg rating — 17,997 ratings",and,and,Want to Read,Want to Read,Rate this book
1501,https://www.goodreads.com/book/show/20821111-the-young-elites,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1407318399i/20821111._SY75_.jpg,https://www.goodreads.com/book/show/20821111-the-young-elites,"The Young Elites (The Young Elites, #1)",https://www.goodreads.com/author/show/4342215.Marie_Lu,Marie Lu," 3.88 avg rating — 113,788 ratings",(Goodreads Author),and,Want to Read,Want to Read,Rate this book
1503,https://www.goodreads.com/book/show/5941033-let-the-great-world-spin,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1474988022i/5941033._SY75_.jpg,https://www.goodreads.com/book/show/5941033-let-the-great-world-spin,Let the Great World Spin,https://www.goodreads.com/author/show/14080.Colum_McCann,Colum McCann," 3.93 avg rating — 97,721 ratings",(Goodreads Author),and,Want to Read,Want to Read,Rate this book
1504,https://www.goodreads.com/book/show/26030383-beg-for-mercy,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1439388606i/26030383._SX50_.jpg,https://www.goodreads.com/book/show/26030383-beg-for-mercy,"Beg For Mercy (Mercy, #3)",https://www.goodreads.com/author/show/7873610.Lucian_Bane,Lucian Bane, 4.27 avg rating — 720 ratings,(Goodreads Author),and,Want to Read,Want to Read,Rate this book
1505,https://www.goodreads.com/book/show/752900.Medea,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328868366i/752900._SY75_.jpg,https://www.goodreads.com/book/show/752900.Medea,Medea,https://www.goodreads.com/author/show/973.Euripides,Euripides," 3.89 avg rating — 56,117 ratings",and,and,Want to Read,Want to Read,Rate this book
1506,https://www.goodreads.com/book/show/18864.The_Rum_Diary,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1430534762i/18864._SY75_.jpg,https://www.goodreads.com/book/show/18864.The_Rum_Diary,The Rum Diary,https://www.goodreads.com/author/show/5237.Hunter_S_Thompson,Hunter S. Thompson," 3.82 avg rating — 54,039 ratings",and,and,Want to Read,Want to Read,Rate this book
1507,https://www.goodreads.com/book/show/5130.Island,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1375947541i/5130._SY75_.jpg,https://www.goodreads.com/book/show/5130.Island,Island,https://www.goodreads.com/author/show/3487.Aldous_Huxley,Aldous Huxley," 3.83 avg rating — 25,810 ratings",and,and,Want to Read,Want to Read,Rate this book
1508,https://www.goodreads.com/book/show/46165.This_Side_of_Paradise,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1574566410i/46165._SY75_.jpg,https://www.goodreads.com/book/show/46165.This_Side_of_Paradise,This Side of Paradise,https://www.goodreads.com/author/show/3190.F_Scott_Fitzgerald,F. Scott Fitzgerald," 3.66 avg rating — 63,788 ratings",and,and,Want to Read,Want to Read,Rate this book
1508,https://www.goodreads.com/book/show/6381205-soulless,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1314020848i/6381205._SY75_.jpg,https://www.goodreads.com/book/show/6381205-soulless,"Soulless (Parasol Protectorate, #1)",https://www.goodreads.com/author/show/2891665.Gail_Carriger,Gail Carriger," 3.89 avg rating — 102,936 ratings",(Goodreads Author),and,Want to Read,Want to Read,Rate this book
1510,https://www.goodreads.com/book/show/11947829-ascend,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1397955256i/11947829._SY75_.jpg,https://www.goodreads.com/book/show/11947829-ascend,"Ascend (Trylle, #3)",https://www.goodreads.com/author/show/3486415.Amanda_Hocking,Amanda Hocking," 4.08 avg rating — 59,922 ratings",(Goodreads Author),and,Want to Read,Want to Read,Rate this book
1510,https://www.goodreads.com/book/show/141828.L_cume_des_jours,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1332596603i/141828._SY75_.jpg,https://www.goodreads.com/book/show/141828.L_cume_des_jours,L'Écume des jours,https://www.goodreads.com/author/show/15959.Boris_Vian,Boris Vian," 3.98 avg rating — 27,587 ratings",and,and,Want to Read,Want to Read,Rate this book
1512,https://www.goodreads.com/book/show/13453029-wool-omnibus,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1349614200i/13453029._SY75_.jpg,https://www.goodreads.com/book/show/13453029-wool-omnibus,"Wool Omnibus (Silo, #1)",https://www.goodreads.com/author/show/3064305.Hugh_Howey,Hugh Howey," 4.21 avg rating — 163,854 ratings",(Goodreads Author),and,Want to Read,Want to Read,Rate this book
1512,https://www.goodreads.com/book/show/3432478-the-forest-of-hands-and-teeth,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320633297i/3432478._SY75_.jpg,https://www.goodreads.com/book/show/3432478-the-forest-of-hands-and-teeth,"The Forest of Hands and Teeth (The Forest of Hands and Teeth, #1)",https://www.goodreads.com/author/show/1443712.Carrie_Ryan,Carrie Ryan," 3.59 avg rating — 82,545 ratings",(Goodreads Author),and,Want to Read,Want to Read,Rate this book
1514,https://www.goodreads.com/book/show/69571.Rich_Dad_Poor_Dad,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388211242i/69571._SY75_.jpg,https://www.goodreads.com/book/show/69571.Rich_Dad_Poor_Dad,"Rich Dad, Poor Dad",https://www.goodreads.com/author/show/600.Robert_T_Kiyosaki,Robert T. Kiyosaki," 4.08 avg rating — 389,222 ratings",and,and,Want to Read,Want to Read,Rate this book
1514,https://www.goodreads.com/book/show/2517.My_Name_Is_Red,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1547450869i/2517._SY75_.jpg,https://www.goodreads.com/book/show/2517.My_Name_Is_Red,My Name Is Red,https://www.goodreads.com/author/show/1728.Orhan_Pamuk,Orhan Pamuk," 3.86 avg rating — 45,969 ratings",and,and,Want to Read,Want to Read,Rate this book
1514,https://www.goodreads.com/book/show/12321.Beyond_Good_and_Evil,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388607391i/12321._SY75_.jpg,https://www.goodreads.com/book/show/12321.Beyond_Good_and_Evil,Beyond Good and Evil,https://www.goodreads.com/author/show/1938.Friedrich_Nietzsche,Friedrich Nietzsche," 3.99 avg rating — 69,845 ratings",and,and,Want to Read,Want to Read,Rate this book
1517,https://www.goodreads.com/book/show/7544603-smaragdgr-n,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1345808677i/7544603._SX50_.jpg,https://www.goodreads.com/book/show/7544603-smaragdgr-n,"Smaragdgrün (Edelstein-Trilogie, #3)",https://www.goodreads.com/author/show/298438.Kerstin_Gier,Kerstin Gier," 4.17 avg rating — 70,105 ratings",and,and,Want to Read,Want to Read,Rate this book
1518,https://www.goodreads.com/book/show/781787.Out_of_Africa,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1608486134i/781787._SY75_.jpg,https://www.goodreads.com/book/show/781787.Out_of_Africa,Out of Africa,https://www.goodreads.com/author/show/7215049.Isak_Dinesen,Isak Dinesen," 3.92 avg rating — 35,822 ratings",and,and,Want to Read,Want to Read,Rate this book
1519,https://www.goodreads.com/book/show/8600.Eats_Shoots_Leaves,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1473392595i/8600._SX50_.jpg,https://www.goodreads.com/book/show/8600.Eats_Shoots_Leaves,"Eats, Shoots & Leaves: The Zero Tolerance Approach to Punctuation",https://www.goodreads.com/author/show/5571.Lynne_Truss,Lynne Truss," 3.86 avg rating — 99,907 ratings",and,and,Want to Read,Want to Read,Rate this book
1520,https://www.goodreads.com/book/show/47953.The_Black_Jewels_Trilogy,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1435098931i/47953._SY75_.jpg,https://www.goodreads.com/book/show/47953.The_Black_Jewels_Trilogy,"The Black Jewels Trilogy: Daughter of the Blood, Heir to the Shadows, Queen of the Darkness (The Black Jewels, #1-3)",https://www.goodreads.com/author/show/26897.Anne_Bishop,Anne Bishop," 4.38 avg rating — 12,906 ratings",and,and,Want to Read,Want to Read,Rate this book
1521,https://www.goodreads.com/book/show/16150830-never-fade,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1368460550i/16150830._SY75_.jpg,https://www.goodreads.com/book/show/16150830-never-fade,"Never Fade (The Darkest Minds, #2)",https://www.goodreads.com/author/show/2973783.Alexandra_Bracken,Alexandra Bracken," 4.24 avg rating — 78,864 ratings",(Goodreads Author),and,Want to Read,Want to Read,Rate this book
1522,https://www.goodreads.com/book/show/83143.Tatiana_and_Alexander,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1390089221i/83143._SY75_.jpg,https://www.goodreads.com/book/show/83143.Tatiana_and_Alexander,"Tatiana and Alexander (The Bronze Horseman, #2)",https://www.goodreads.com/author/show/47499.Paullina_Simons,Paullina Simons," 4.29 avg rating — 34,916 ratings",and,and,Want to Read,Want to Read,Rate this book
1523,https://www.goodreads.com/book/show/2677.A_Modest_Proposal_and_Other_Satirical_Works,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1264316062i/2677._SY75_.jpg,https://www.goodreads.com/book/show/2677.A_Modest_Proposal_and_Other_Satirical_Works,A Modest Proposal and Other Satirical Works,https://www.goodreads.com/author/show/1831.Jonathan_Swift,Jonathan Swift," 4.05 avg rating — 14,331 ratings",and,and,Want to Read,Want to Read,Rate this book
1524,https://www.goodreads.com/book/show/63032.2666,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1412644327i/63032._SY75_.jpg,https://www.goodreads.com/book/show/63032.2666,2666,https://www.goodreads.com/author/show/72039.Roberto_Bola_o,Roberto Bolaño," 4.17 avg rating — 32,879 ratings",and,and,Want to Read,Want to Read,Rate this book
1525,https://www.goodreads.com/book/show/22544764-uprooted,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1550135418i/22544764._SX50_.jpg,https://www.goodreads.com/book/show/22544764-uprooted,Uprooted,https://www.goodreads.com/author/show/8730.Naomi_Novik,Naomi Novik," 4.06 avg rating — 176,003 ratings",(Goodreads Author),and,Want to Read,Want to Read,Rate this book
1526,https://www.goodreads.com/book/show/58922.The_Runaway_Bunny,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1468816103i/58922._SX50_.jpg,https://www.goodreads.com/book/show/58922.The_Runaway_Bunny,The Runaway Bunny,https://www.goodreads.com/author/show/18479.Margaret_Wise_Brown,Margaret Wise Brown," 4.05 avg rating — 71,411 ratings",and,and,Want to Read,Want to Read,Rate this book
1527,https://www.goodreads.com/book/show/32620332-the-seven-husbands-of-evelyn-hugo,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1498169036i/32620332._SY75_.jpg,https://www.goodreads.com/book/show/32620332-the-seven-husbands-of-evelyn-hugo,The Seven Husbands of Evelyn Hugo,https://www.goodreads.com/author/show/6572605.Taylor_Jenkins_Reid,Taylor Jenkins Reid," 4.37 avg rating — 253,298 ratings",(Goodreads Author),and,Want to Read,Want to Read,Rate this book
1528,https://www.goodreads.com/book/show/2241059.Identical,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388180728i/2241059._SX50_.jpg,https://www.goodreads.com/book/show/2241059.Identical,Identical,https://www.goodreads.com/author/show/2821144.Ellen_Hopkins,Ellen Hopkins," 4.31 avg rating — 56,405 ratings",(Goodreads Author),and,Want to Read,Want to Read,Rate this book
1529,https://www.goodreads.com/book/show/43944.Suite_Fran_aise,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1557142046i/43944._SY75_.jpg,https://www.goodreads.com/book/show/43944.Suite_Fran_aise,Suite Française,https://www.goodreads.com/author/show/22493.Ir_ne_N_mirovsky,Irène Némirovsky," 3.82 avg rating — 66,663 ratings",and,and,Want to Read,Want to Read,Rate this book
1530,https://www.goodreads.com/book/show/3140.The_Bridge_on_the_Drina,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1391505254i/3140._SY75_.jpg,https://www.goodreads.com/book/show/3140.The_Bridge_on_the_Drina,"The Bridge on the Drina (Bosnian Trilogy, #1)",https://www.goodreads.com/author/show/2147.Ivo_Andri_,Ivo Andrić," 4.33 avg rating — 15,081 ratings",and,and,Want to Read,Want to Read,Rate this book
1531,https://www.goodreads.com/book/show/334643.Abhorsen,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1401683669i/334643._SX50_.jpg,https://www.goodreads.com/book/show/334643.Abhorsen,"Abhorsen (Abhorsen, #3)",https://www.goodreads.com/author/show/8347.Garth_Nix,Garth Nix," 4.20 avg rating — 117,739 ratings",(Goodreads Author),and,Want to Read,Want to Read,Rate this book
1532,https://www.goodreads.com/book/show/11561469-reason-to-breathe,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1329013365i/11561469._SX50_.jpg,https://www.goodreads.com/book/show/11561469-reason-to-breathe,"Reason to Breathe (Breathing, #1)",https://www.goodreads.com/author/show/4907787.Rebecca_Donovan,Rebecca    Donovan," 4.22 avg rating — 86,414 ratings",(Goodreads Author),and,Want to Read,Want to Read,Rate this book
1533,https://www.goodreads.com/book/show/248484.Book_of_a_Thousand_Days,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1362875998i/248484._SY75_.jpg,https://www.goodreads.com/book/show/248484.Book_of_a_Thousand_Days,Book of a Thousand Days,https://www.goodreads.com/author/show/49177.Shannon_Hale,Shannon Hale," 3.95 avg rating — 50,208 ratings",(Goodreads Author),and,Want to Read,Want to Read,Rate this book
1534,https://www.goodreads.com/book/show/61179.Ringworld,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1408793358i/61179._SY75_.jpg,https://www.goodreads.com/book/show/61179.Ringworld,"Ringworld (Ringworld, #1)",https://www.goodreads.com/author/show/12534.Larry_Niven,Larry Niven," 3.96 avg rating — 106,117 ratings",and,and,Want to Read,Want to Read,Rate this book
1535,https://www.goodreads.com/book/show/20454107-coma,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1405867306i/20454107._SX50_.jpg,https://www.goodreads.com/book/show/20454107-coma,Coma,https://www.goodreads.com/author/show/19697.Robin_Cook,Robin Cook," 3.88 avg rating — 50,188 ratings",(Goodreads Author),and,Want to Read,Want to Read,Rate this book
